1.000000000000000000e+00,2.600000000000000000e+01,2.600000000000000000e+01,9.998700081246743032e-01
2.000000000000000000e+00,5.900000000000000000e+01,3.300000000000000000e+01,9.997050427709349707e-01
3.000000000000000000e+00,1.500000000000000000e+02,9.100000000000000000e+01,9.992502793060958899e-01
4.000000000000000000e+00,1.660000000000000000e+02,1.600000000000000000e+01,9.991703422814316449e-01
5.000000000000000000e+00,2.360000000000000000e+02,7.000000000000000000e+01,9.988206929797041056e-01
6.000000000000000000e+00,3.100000000000000000e+02,7.400000000000000000e+01,9.984511967605731453e-01
7.000000000000000000e+00,5.340000000000000000e+02,2.240000000000000000e+02,9.973335546225143844e-01
8.000000000000000000e+00,7.840000000000000000e+02,2.500000000000000000e+02,9.960876634087324488e-01
9.000000000000000000e+00,8.150000000000000000e+02,3.100000000000000000e+01,9.959332813998625911e-01
1.000000000000000000e+01,8.850000000000000000e+02,7.000000000000000000e+01,9.955847648740279165e-01
1.100000000000000000e+01,1.036000000000000000e+03,1.510000000000000000e+02,9.948333801814934763e-01
1.200000000000000000e+01,1.286000000000000000e+03,2.500000000000000000e+02,9.935906122411186647e-01
1.300000000000000000e+01,1.320000000000000000e+03,3.400000000000000000e+01,9.934217157714018143e-01
1.400000000000000000e+01,1.326000000000000000e+03,6.000000000000000000e+00,9.933919134924591443e-01
1.500000000000000000e+01,1.371000000000000000e+03,4.500000000000000000e+01,9.931684248966098361e-01
1.600000000000000000e+01,1.427000000000000000e+03,5.600000000000000000e+01,9.928903759711803501e-01
1.700000000000000000e+01,1.677000000000000000e+03,2.500000000000000000e+02,9.916500352747907865e-01
1.800000000000000000e+01,1.901000000000000000e+03,2.240000000000000000e+02,9.905400061925214716e-01
1.900000000000000000e+01,1.907000000000000000e+03,6.000000000000000000e+00,9.905102903637855727e-01
2.000000000000000000e+01,2.157000000000000000e+03,2.500000000000000000e+02,9.892729229231678190e-01
2.100000000000000000e+01,2.186000000000000000e+03,2.900000000000000000e+01,9.891294883900112467e-01
2.200000000000000000e+01,2.237000000000000000e+03,5.100000000000000000e+01,9.888772918963982805e-01
2.300000000000000000e+01,2.277000000000000000e+03,4.000000000000000000e+01,9.886795357199037459e-01
2.400000000000000000e+01,2.297000000000000000e+03,2.000000000000000000e+01,9.885806724624180974e-01
2.500000000000000000e+01,2.547000000000000000e+03,2.500000000000000000e+02,9.873457155433134069e-01
2.600000000000000000e+01,2.656000000000000000e+03,1.090000000000000000e+02,9.868077573903544231e-01
2.700000000000000000e+01,2.658000000000000000e+03,2.000000000000000000e+00,9.867978893374506066e-01
2.800000000000000000e+01,2.893000000000000000e+03,2.350000000000000000e+02,9.856390798543412934e-01
2.900000000000000000e+01,3.143000000000000000e+03,2.500000000000000000e+02,9.844077976380155581e-01
3.000000000000000000e+01,3.164000000000000000e+03,2.100000000000000000e+01,9.843044399872401540e-01
3.100000000000000000e+01,3.215000000000000000e+03,5.100000000000000000e+01,9.840534737271837695e-01
3.200000000000000000e+01,3.416000000000000000e+03,2.010000000000000000e+02,9.830649943089877496e-01
3.300000000000000000e+01,3.436000000000000000e+03,2.000000000000000000e+01,9.829666924789748350e-01
3.400000000000000000e+01,3.437000000000000000e+03,1.000000000000000000e+00,9.829617776455124023e-01
3.500000000000000000e+01,3.484000000000000000e+03,4.700000000000000000e+01,9.827308081903141090e-01
3.600000000000000000e+01,3.502000000000000000e+03,1.800000000000000000e+01,9.826423661764214224e-01
3.700000000000000000e+01,3.512000000000000000e+03,1.000000000000000000e+01,9.825932351635702222e-01
3.800000000000000000e+01,3.634000000000000000e+03,1.220000000000000000e+02,9.819940345668765058e-01
3.900000000000000000e+01,3.884000000000000000e+03,2.500000000000000000e+02,9.807673058220323092e-01
4.000000000000000000e+01,3.964000000000000000e+03,8.000000000000000000e+01,9.803750763702467896e-01
